GenericDrugName	SideeffectTerm	Source
isotretinoin	hepatitis	SIDER
isotretinoin	blood alkaline phosphatase increased	SIDER
isotretinoin	oesophageal ulcer	SIDER
isotretinoin	protein urine present	SIDER
isotretinoin	blood glucose increased	SIDER
isotretinoin	ill-defined disorder	SIDER
isotretinoin	hyperhidrosis	SIDER
isotretinoin	blood triglycerides increased	SIDER
isotretinoin	oesophagitis	SIDER
isotretinoin	cataract	SIDER
isotretinoin	haemoglobin	SIDER
isotretinoin	weight decreased	SIDER
isotretinoin	mental disorder	SIDER
isotretinoin	sensory disturbance	SIDER
isotretinoin	dry throat	SIDER
isotretinoin	headache	SIDER
isotretinoin	anaphylactic shock	SIDER
isotretinoin	papilloedema	SIDER
isotretinoin	gastrointestinal disorder	SIDER
isotretinoin	thrombocytopenia	SIDER
isotretinoin	asthma	SIDER
isotretinoin	sepsis	SIDER
isotretinoin	affect lability	SIDER
isotretinoin	eczema	SIDER
isotretinoin	dry mouth	SIDER
isotretinoin	cerebrovascular accident	SIDER
isotretinoin	toxic epidermal necrolysis	SIDER
isotretinoin	suicide attempt	SIDER
isotretinoin	nervous system disorder	SIDER
isotretinoin	back pain	SIDER
isotretinoin	night blindness	SIDER
isotretinoin	dysphonia	SIDER
isotretinoin	hypertriglyceridaemia	SIDER
isotretinoin	nervousness	SIDER
isotretinoin	vision blurred	SIDER
isotretinoin	nausea	SIDER
isotretinoin	shock	SIDER
isotretinoin	depression	SIDER
isotretinoin	acne	SIDER
isotretinoin	infection	SIDER
isotretinoin	tension	SIDER
isotretinoin	discomfort	SIDER
isotretinoin	fatigue	SIDER
isotretinoin	arthralgia	SIDER
isotretinoin	flushing	SIDER
isotretinoin	abnormal behaviour	SIDER
isotretinoin	anaemia	SIDER
isotretinoin	thrombocytosis	SIDER
isotretinoin	hyperuricaemia	SIDER
isotretinoin	malaise	SIDER
isotretinoin	contusion	SIDER
isotretinoin	blepharitis	SIDER
isotretinoin	haemorrhage	SIDER
isotretinoin	mood swings	SIDER
isotretinoin	sunburn	SIDER
isotretinoin	suicidal ideation	SIDER
isotretinoin	epistaxis	SIDER
isotretinoin	tendonitis	SIDER
isotretinoin	proteinuria	SIDER
isotretinoin	vasculitis	SIDER
isotretinoin	hirsutism	SIDER
estramustine	proctitis	OFFSIDES
estramustine	asthenia	OFFSIDES
estramustine	haemorrhoids	OFFSIDES
estramustine	ventricular fibrillation	OFFSIDES
estramustine	hypomagnesaemia	OFFSIDES
estramustine	disseminated intravascular coagulation	OFFSIDES
estramustine	nephrolithiasis	OFFSIDES
estramustine	emphysema	OFFSIDES
estramustine	osteoarthritis	OFFSIDES
estramustine	colitis	OFFSIDES
estramustine	bronchitis	OFFSIDES
estramustine	haematemesis	OFFSIDES
estramustine	nasopharyngitis	OFFSIDES
estramustine	hypophosphataemia	OFFSIDES
estramustine	abscess	OFFSIDES
estramustine	sinusitis	OFFSIDES
estramustine	clostridium difficile colitis	OFFSIDES
estramustine	international normalised ratio increased	OFFSIDES
estramustine	pollakiuria	OFFSIDES
estramustine	hypotonia	OFFSIDES
estramustine	polyuria	OFFSIDES
estramustine	cyst	OFFSIDES
estramustine	pancreatitis	OFFSIDES
estramustine	adrenal insufficiency	OFFSIDES
estramustine	cough	OFFSIDES
estramustine	pulmonary congestion	OFFSIDES
estramustine	pain	OFFSIDES
estramustine	pleural effusion	OFFSIDES
estramustine	coma	OFFSIDES
estramustine	impaired healing	OFFSIDES
estramustine	metabolic acidosis	OFFSIDES
estramustine	paraesthesia oral	OFFSIDES
estramustine	musculoskeletal pain	OFFSIDES
estramustine	lung infiltration	OFFSIDES
estramustine	cataract	OFFSIDES
estramustine	cellulitis	OFFSIDES
estramustine	abdominal pain upper	OFFSIDES
estramustine	febrile neutropenia	OFFSIDES
estramustine	neuropathy peripheral	OFFSIDES
estramustine	mucosal inflammation	OFFSIDES
estramustine	body temperature increased	OFFSIDES
estramustine	hypoaesthesia	OFFSIDES
estramustine	amnesia	OFFSIDES
estramustine	dental caries	OFFSIDES
estramustine	supraventricular tachycardia	OFFSIDES
estramustine	fluid overload	OFFSIDES
estramustine	tooth infection	OFFSIDES
estramustine	bone disorder	OFFSIDES
estramustine	infection	OFFSIDES
estramustine	hypertonia	OFFSIDES
estramustine	fatigue	OFFSIDES
estramustine	bone pain	OFFSIDES
estramustine	haematoma	OFFSIDES
estramustine	cardiac murmur	OFFSIDES
estramustine	anaemia	OFFSIDES
estramustine	eye pruritus	OFFSIDES
estramustine	abdominal pain	OFFSIDES
estramustine	septic shock	OFFSIDES
estramustine	enterocolitis	OFFSIDES
estramustine	dysuria	OFFSIDES
estramustine	micturition urgency	OFFSIDES
estramustine	gingival pain	OFFSIDES
estramustine	erectile dysfunction	OFFSIDES
estramustine	gynaecomastia	OFFSIDES
estramustine	epistaxis	OFFSIDES
estramustine	proctalgia	OFFSIDES
argatroban	blood bilirubin increased	OFFSIDES
argatroban	blood lactate dehydrogenase increased	OFFSIDES
argatroban	candida infection	OFFSIDES
argatroban	hypokinesia	OFFSIDES
argatroban	neutrophil count decreased	OFFSIDES
argatroban	hypoxia	OFFSIDES
argatroban	bacteraemia	OFFSIDES
argatroban	bronchitis	OFFSIDES
argatroban	international normalised ratio increased	OFFSIDES
argatroban	infusion site reaction	OFFSIDES
argatroban	subarachnoid haemorrhage	OFFSIDES
argatroban	cyanosis	OFFSIDES
argatroban	seborrhoeic keratosis	OFFSIDES
argatroban	skin discolouration	OFFSIDES
argatroban	alanine aminotransferase increased	OFFSIDES
argatroban	impetigo	OFFSIDES
argatroban	hepatic function abnormal	OFFSIDES
argatroban	blood alkaline phosphatase increased	OFFSIDES
argatroban	musculoskeletal pain	OFFSIDES
argatroban	embolism	OFFSIDES
argatroban	lung infiltration	OFFSIDES
argatroban	cellulitis	OFFSIDES
argatroban	sensory disturbance	OFFSIDES
argatroban	pneumothorax	OFFSIDES
argatroban	osteomyelitis	OFFSIDES
argatroban	pyelonephritis	OFFSIDES
argatroban	cerebral ischaemia	OFFSIDES
argatroban	atrial flutter	OFFSIDES
argatroban	paranoia	OFFSIDES
argatroban	amnesia	OFFSIDES
argatroban	hepatic failure	OFFSIDES
argatroban	fluid overload	OFFSIDES
argatroban	gamma-glutamyltransferase increased	OFFSIDES
argatroban	bone disorder	OFFSIDES
argatroban	drug hypersensitivity	OFFSIDES
argatroban	pericardial effusion	OFFSIDES
argatroban	hypokalaemia	OFFSIDES
argatroban	staphylococcal infection	OFFSIDES
argatroban	pulmonary hypertension	OFFSIDES
argatroban	acute respiratory distress syndrome	OFFSIDES
argatroban	ischaemia	OFFSIDES
amprenavir	protein total decreased	OFFSIDES
amprenavir	nodule	OFFSIDES
amprenavir	dry skin	OFFSIDES
amprenavir	hypoxia	OFFSIDES
amprenavir	nephrolithiasis	SIDER
amprenavir	anxiety	OFFSIDES
amprenavir	chest pain	OFFSIDES
amprenavir	lung infection	OFFSIDES
amprenavir	blood creatine phosphokinase increased	OFFSIDES
amprenavir	nasopharyngitis	OFFSIDES
amprenavir	foetor hepaticus	OFFSIDES
amprenavir	cerebral haemorrhage	OFFSIDES
amprenavir	hypophosphataemia	OFFSIDES
amprenavir	sinusitis	OFFSIDES
amprenavir	brain oedema	OFFSIDES
amprenavir	lymphoma	OFFSIDES
amprenavir	malnutrition	SIDER
amprenavir	rhinitis	OFFSIDES
amprenavir	incontinence	OFFSIDES
amprenavir	polyuria	OFFSIDES
amprenavir	herpes simplex	OFFSIDES
amprenavir	myocardial infarction	SIDER
amprenavir	acidosis	OFFSIDES
amprenavir	cyst	OFFSIDES
amprenavir	immune system disorder	OFFSIDES
amprenavir	nystagmus	OFFSIDES
amprenavir	lacrimal disorder	OFFSIDES
amprenavir	renal tubular necrosis	OFFSIDES
amprenavir	skin disorder	SIDER
amprenavir	skin discolouration	OFFSIDES
amprenavir	injection site erythema	OFFSIDES
amprenavir	impetigo	OFFSIDES
amprenavir	arthropathy	OFFSIDES
amprenavir	injection site induration	OFFSIDES
amprenavir	haemorrhage intracranial	OFFSIDES
amprenavir	blood alkaline phosphatase increased	OFFSIDES
amprenavir	apathy	OFFSIDES
amprenavir	ill-defined disorder	OFFSIDES
amprenavir	injection site pruritus	OFFSIDES
amprenavir	mental disorder	OFFSIDES
amprenavir	erythema of eyelid	OFFSIDES
amprenavir	abdominal pain upper	OFFSIDES
amprenavir	neuropathy peripheral	OFFSIDES
amprenavir	nephropathy toxic	OFFSIDES
amprenavir	arrhythmia	OFFSIDES
amprenavir	body temperature increased	OFFSIDES
amprenavir	affect lability	OFFSIDES
amprenavir	bipolar i disorder	OFFSIDES
amprenavir	acute myocardial infarction	OFFSIDES
amprenavir	rash generalised	OFFSIDES
amprenavir	lipodystrophy acquired	OFFSIDES
amprenavir	gamma-glutamyltransferase increased	OFFSIDES
amprenavir	accommodation disorder	OFFSIDES
amprenavir	dermatitis exfoliative	OFFSIDES
amprenavir	influenza like illness	OFFSIDES
amprenavir	cognitive disorder	OFFSIDES
amprenavir	cardiac disorder	SIDER
amprenavir	acute coronary syndrome	SIDER
amprenavir	staphylococcal infection	OFFSIDES
amprenavir	drug ineffective	OFFSIDES
amprenavir	eye pain	OFFSIDES
amprenavir	extrapyramidal disorder	OFFSIDES
amprenavir	bacterial infection	OFFSIDES
amprenavir	gynaecomastia	OFFSIDES
amprenavir	epistaxis	OFFSIDES
plerixafor	immune system disorder	SIDER
plerixafor	anaphylactic shock	SIDER
ezetimibe	transient ischaemic attack	OFFSIDES
ezetimibe	candida infection	OFFSIDES
ezetimibe	bipolar disorder	OFFSIDES
ezetimibe	vulvovaginal mycotic infection	OFFSIDES
ezetimibe	tonsillitis	OFFSIDES
ezetimibe	tongue disorder	OFFSIDES
ezetimibe	arthritis	OFFSIDES
ezetimibe	dry skin	OFFSIDES
ezetimibe	hypoxia	OFFSIDES
ezetimibe	constipation	SIDER
ezetimibe	bacteraemia	OFFSIDES
ezetimibe	feeling abnormal	OFFSIDES
ezetimibe	anxiety	OFFSIDES
ezetimibe	bronchitis	OFFSIDES
ezetimibe	dry eye	OFFSIDES
ezetimibe	dermatitis	SIDER
ezetimibe	encephalopathy	OFFSIDES
ezetimibe	lung infection	OFFSIDES
ezetimibe	blood creatine phosphokinase increased	OFFSIDES
ezetimibe	cholelithiasis	SIDER
ezetimibe	rhabdomyolysis	SIDER
ezetimibe	erythema	OFFSIDES
ezetimibe	connective tissue disorder	SIDER
ezetimibe	clostridium difficile colitis	OFFSIDES
ezetimibe	stevens-johnson syndrome	OFFSIDES
ezetimibe	brain oedema	OFFSIDES
ezetimibe	blood potassium increased	OFFSIDES
ezetimibe	musculoskeletal stiffness	OFFSIDES
ezetimibe	urticaria	SIDER
ezetimibe	cardiac failure	OFFSIDES
ezetimibe	personality disorder	OFFSIDES
ezetimibe	peripheral ischaemia	OFFSIDES
ezetimibe	erythema multiforme	SIDER
ezetimibe	hepatobiliary disease	SIDER
ezetimibe	pancreatitis	SIDER
ezetimibe	immune system disorder	SIDER
ezetimibe	hypersensitivity	SIDER
ezetimibe	renal tubular necrosis	OFFSIDES
ezetimibe	blood glucose decreased	OFFSIDES
ezetimibe	skin disorder	SIDER
ezetimibe	cough	OFFSIDES
ezetimibe	abdominal distension	OFFSIDES
ezetimibe	gangrene	OFFSIDES
ezetimibe	pain	OFFSIDES
ezetimibe	musculoskeletal chest pain	OFFSIDES
ezetimibe	tinnitus	OFFSIDES
ezetimibe	lethargy	OFFSIDES
ezetimibe	aplasia pure red cell	OFFSIDES
ezetimibe	hepatotoxicity	OFFSIDES
ezetimibe	blood disorder	OFFSIDES
ezetimibe	sleep disorder	OFFSIDES
ezetimibe	cardiac output decreased	OFFSIDES
ezetimibe	hypertrichosis	OFFSIDES
ezetimibe	dehydration	OFFSIDES
ezetimibe	neuralgia	OFFSIDES
ezetimibe	hepatitis	SIDER
ezetimibe	apathy	OFFSIDES
ezetimibe	hernia	OFFSIDES
ezetimibe	hyperhidrosis	OFFSIDES
ezetimibe	nasal discomfort	OFFSIDES
ezetimibe	blood triglycerides increased	OFFSIDES
ezetimibe	cataract	OFFSIDES
ezetimibe	cellulitis	OFFSIDES
ezetimibe	mental disorder	SIDER
ezetimibe	ageusia	OFFSIDES
ezetimibe	eye swelling	OFFSIDES
ezetimibe	sensory disturbance	OFFSIDES
ezetimibe	flank pain	OFFSIDES
ezetimibe	atelectasis	OFFSIDES
ezetimibe	gastric ulcer	OFFSIDES
ezetimibe	anaphylactic shock	SIDER
ezetimibe	arrhythmia	OFFSIDES
ezetimibe	cardiogenic shock	OFFSIDES
ezetimibe	thrombocytopenia	SIDER
ezetimibe	myopathy	SIDER
ezetimibe	hypoaesthesia	OFFSIDES
ezetimibe	hyperphosphataemia	OFFSIDES
ezetimibe	amnesia	OFFSIDES
ezetimibe	abdominal discomfort	OFFSIDES
ezetimibe	application site erythema	OFFSIDES
ezetimibe	bipolar i disorder	OFFSIDES
ezetimibe	migraine	OFFSIDES
ezetimibe	hepatic failure	OFFSIDES
ezetimibe	tubulointerstitial nephritis	OFFSIDES
ezetimibe	supraventricular tachycardia	OFFSIDES
ezetimibe	acute myocardial infarction	OFFSIDES
ezetimibe	tooth infection	OFFSIDES
ezetimibe	hypermagnesaemia	OFFSIDES
ezetimibe	hepatic necrosis	OFFSIDES
ezetimibe	respiration abnormal	OFFSIDES
ezetimibe	nervous system disorder	SIDER
ezetimibe	dysphonia	OFFSIDES
ezetimibe	drug hypersensitivity	OFFSIDES
ezetimibe	nausea	SIDER
ezetimibe	cognitive disorder	OFFSIDES
ezetimibe	hypertonia	OFFSIDES
ezetimibe	azotaemia	OFFSIDES
ezetimibe	haematoma	OFFSIDES
ezetimibe	temperature intolerance	OFFSIDES
ezetimibe	eye infection	OFFSIDES
ezetimibe	anaemia	OFFSIDES
ezetimibe	alopecia	OFFSIDES
ezetimibe	breath sounds abnormal	OFFSIDES
ezetimibe	eye pruritus	OFFSIDES
ezetimibe	prostatic disorder	OFFSIDES
ezetimibe	cholecystitis	SIDER
ezetimibe	rash	SIDER
ezetimibe	respiratory failure	OFFSIDES
ezetimibe	angioedema	SIDER
ezetimibe	eye pain	OFFSIDES
ezetimibe	dysuria	OFFSIDES
ezetimibe	ataxia	OFFSIDES
ezetimibe	arteriosclerosis	OFFSIDES
ezetimibe	erectile dysfunction	OFFSIDES
ezetimibe	electrocardiogram qt prolonged	OFFSIDES
ezetimibe	skin lesion	OFFSIDES
ezetimibe	productive cough	OFFSIDES
ezetimibe	cervix disorder	OFFSIDES
caspofungin	blood lactate dehydrogenase increased	OFFSIDES
caspofungin	candida infection	OFFSIDES
caspofungin	ventricular fibrillation	OFFSIDES
caspofungin	torsade de pointes	OFFSIDES
caspofungin	opportunistic infection	OFFSIDES
caspofungin	bacteraemia	OFFSIDES
caspofungin	anuria	OFFSIDES
caspofungin	varicose vein	OFFSIDES
caspofungin	encephalopathy	OFFSIDES
caspofungin	lung infection	OFFSIDES
caspofungin	abscess	OFFSIDES
caspofungin	stevens-johnson syndrome	OFFSIDES
caspofungin	brain oedema	OFFSIDES
caspofungin	cardiac failure	OFFSIDES
caspofungin	erythema multiforme	SIDER
caspofungin	herpes simplex	OFFSIDES
caspofungin	hepatobiliary disease	SIDER
caspofungin	acidosis	OFFSIDES
caspofungin	pancreatitis	SIDER
caspofungin	status epilepticus	OFFSIDES
caspofungin	skin exfoliation	SIDER
caspofungin	coma	OFFSIDES
caspofungin	vasospasm	OFFSIDES
caspofungin	hepatotoxicity	OFFSIDES
caspofungin	pericarditis	OFFSIDES
caspofungin	metabolic acidosis	OFFSIDES
caspofungin	urinary tract disorder	SIDER
caspofungin	lung infiltration	OFFSIDES
caspofungin	peritonitis	OFFSIDES
caspofungin	febrile neutropenia	OFFSIDES
caspofungin	sinus bradycardia	OFFSIDES
caspofungin	nephropathy toxic	OFFSIDES
caspofungin	arrhythmia	OFFSIDES
caspofungin	cardiogenic shock	OFFSIDES
caspofungin	hepatic failure	OFFSIDES
caspofungin	fluid overload	OFFSIDES
caspofungin	hepatic necrosis	SIDER
caspofungin	impaired gastric emptying	OFFSIDES
caspofungin	mucous membrane disorder	OFFSIDES
caspofungin	gamma-glutamyltransferase increased	OFFSIDES
caspofungin	dermatitis exfoliative	OFFSIDES
caspofungin	therapeutic response unexpected	OFFSIDES
caspofungin	urethral disorder	SIDER
caspofungin	hemiplegia	OFFSIDES
caspofungin	staphylococcal infection	OFFSIDES
caspofungin	drug ineffective	OFFSIDES
caspofungin	bacterial infection	OFFSIDES
caspofungin	electrocardiogram qt prolonged	OFFSIDES
caspofungin	cerebellar syndrome	OFFSIDES
caspofungin	acute respiratory distress syndrome	OFFSIDES
caspofungin	exophthalmos	OFFSIDES
vemurafenib	eye disorder	SIDER
vemurafenib	arthritis	SIDER
vemurafenib	basal cell carcinoma	SIDER
vemurafenib	neoplasm	SIDER
vemurafenib	connective tissue disorder	SIDER
vemurafenib	malnutrition	SIDER
vemurafenib	eosinophilia	SIDER
vemurafenib	cyst	SIDER
vemurafenib	hypersensitivity	SIDER
vemurafenib	folliculitis	SIDER
vemurafenib	mediastinal disorder	SIDER
vemurafenib	paralysis	SIDER
vemurafenib	weight decreased	SIDER
vemurafenib	anaphylactic shock	SIDER
vemurafenib	neuropathy peripheral	SIDER
vemurafenib	gastrointestinal disorder	SIDER
vemurafenib	angiopathy	SIDER
vemurafenib	uveitis	SIDER
vemurafenib	rash generalised	SIDER
vemurafenib	infection	SIDER
vemurafenib	cardiac disorder	SIDER
vemurafenib	malignant melanoma	SIDER
vemurafenib	infestation	SIDER
vemurafenib	hypotension	SIDER
vemurafenib	electrocardiogram qt prolonged	SIDER
vemurafenib	vasculitis	SIDER
baclofen	mania	OFFSIDES
baclofen	hypokinesia	OFFSIDES
baclofen	sinus headache	OFFSIDES
baclofen	neutrophil count decreased	OFFSIDES
baclofen	depressed level of consciousness	OFFSIDES
baclofen	burning sensation	OFFSIDES
baclofen	pain of skin	OFFSIDES
baclofen	tracheitis	OFFSIDES
baclofen	bronchitis	OFFSIDES
baclofen	disturbance in attention	OFFSIDES
baclofen	optic atrophy	OFFSIDES
baclofen	hostility	OFFSIDES
baclofen	actinic keratosis	OFFSIDES
baclofen	nasopharyngitis	OFFSIDES
baclofen	balance disorder	OFFSIDES
baclofen	herpes zoster	OFFSIDES
baclofen	abscess	OFFSIDES
baclofen	incontinence	OFFSIDES
baclofen	musculoskeletal stiffness	OFFSIDES
baclofen	cardiomyopathy	OFFSIDES
baclofen	excoriation	OFFSIDES
baclofen	cyst	OFFSIDES
baclofen	affective disorder	OFFSIDES
baclofen	cough	OFFSIDES
baclofen	ear disorder	OFFSIDES
baclofen	injection site erythema	OFFSIDES
baclofen	feeling drunk	OFFSIDES
baclofen	sleep disorder	OFFSIDES
baclofen	laceration	OFFSIDES
baclofen	atrioventricular block first degree	OFFSIDES
baclofen	musculoskeletal pain	OFFSIDES
baclofen	apathy	OFFSIDES
baclofen	osteoporosis	OFFSIDES
baclofen	cataract	OFFSIDES
baclofen	mental disorder	OFFSIDES
baclofen	cerebral ischaemia	OFFSIDES
baclofen	tardive dyskinesia	OFFSIDES
baclofen	mucosal inflammation	OFFSIDES
baclofen	sensation of foreign body	OFFSIDES
baclofen	blood urine present	OFFSIDES
baclofen	dental caries	OFFSIDES
baclofen	migraine	OFFSIDES
baclofen	myelitis	OFFSIDES
baclofen	supraventricular tachycardia	OFFSIDES
baclofen	hepatic necrosis	OFFSIDES
baclofen	procedural pain	OFFSIDES
baclofen	dysphonia	OFFSIDES
baclofen	oropharyngeal discomfort	OFFSIDES
baclofen	influenza like illness	OFFSIDES
baclofen	cognitive disorder	OFFSIDES
baclofen	respiratory disorder	OFFSIDES
baclofen	hypoaesthesia oral	OFFSIDES
baclofen	bone pain	OFFSIDES
baclofen	temperature intolerance	OFFSIDES
baclofen	lymphocyte count decreased	OFFSIDES
baclofen	cardiac murmur	OFFSIDES
baclofen	dysaesthesia	OFFSIDES
baclofen	duodenal ulcer	OFFSIDES
baclofen	eye infection	OFFSIDES
baclofen	anaemia	OFFSIDES
baclofen	staphylococcal infection	OFFSIDES
baclofen	road traffic accident	OFFSIDES
baclofen	extrapyramidal disorder	OFFSIDES
baclofen	electrocardiogram qt prolonged	OFFSIDES
baclofen	iron deficiency anaemia	OFFSIDES
baclofen	epistaxis	OFFSIDES
baclofen	acute respiratory distress syndrome	OFFSIDES
baclofen	vulvovaginal candidiasis	OFFSIDES
sirolimus	skin cancer	SIDER
sirolimus	ascites	SIDER
sirolimus	basal cell carcinoma	SIDER
sirolimus	thrombotic thrombocytopenic purpura	SIDER
sirolimus	nephropathy	SIDER
sirolimus	hepatobiliary disease	SIDER
sirolimus	menstrual disorder	SIDER
sirolimus	menorrhagia	SIDER
sirolimus	anaphylactoid reaction	SIDER
sirolimus	neutropenia	SIDER
sirolimus	alanine aminotransferase increased	SIDER
sirolimus	pleural effusion	SIDER
sirolimus	blood cholesterol increased	SIDER
sirolimus	hepatotoxicity	SIDER
sirolimus	haemolytic uraemic syndrome	SIDER
sirolimus	pancytopenia	SIDER
sirolimus	protein urine present	SIDER
sirolimus	pulmonary embolism	SIDER
sirolimus	embolism venous	SIDER
sirolimus	anaphylactic shock	SIDER
sirolimus	hepatic necrosis	SIDER
sirolimus	infection	SIDER
sirolimus	interstitial lung disease	SIDER
sirolimus	amenorrhoea	SIDER
sirolimus	angioedema	SIDER
sirolimus	pulmonary fibrosis	SIDER
sirolimus	enterocolitis	SIDER
sirolimus	aspartate aminotransferase increased	SIDER
sirolimus	proteinuria	SIDER
sirolimus	deep vein thrombosis	SIDER
norfloxacin	transient ischaemic attack	OFFSIDES
norfloxacin	blood bilirubin increased	OFFSIDES
norfloxacin	candida infection	OFFSIDES
norfloxacin	jaundice	SIDER
norfloxacin	vulvovaginal mycotic infection	SIDER
norfloxacin	chromaturia	OFFSIDES
norfloxacin	leukopenia	SIDER
norfloxacin	arthritis	SIDER
norfloxacin	torsade de pointes	SIDER
norfloxacin	hypoglycaemia	SIDER
norfloxacin	somnolence	SIDER
norfloxacin	paraesthesia	SIDER
norfloxacin	constipation	SIDER
norfloxacin	bacteraemia	OFFSIDES
norfloxacin	feeling abnormal	SIDER
norfloxacin	osteoarthritis	SIDER
norfloxacin	ventricular arrhythmia	SIDER
norfloxacin	hyperaesthesia	OFFSIDES
norfloxacin	dermatitis	SIDER
norfloxacin	endophthalmitis	OFFSIDES
norfloxacin	lung infection	OFFSIDES
norfloxacin	blood creatine phosphokinase increased	OFFSIDES
norfloxacin	renal failure	SIDER
norfloxacin	foetor hepaticus	OFFSIDES
norfloxacin	rhabdomyolysis	OFFSIDES
norfloxacin	blood creatinine increased	OFFSIDES
norfloxacin	erythema	SIDER
norfloxacin	clostridium difficile colitis	OFFSIDES
norfloxacin	dyspareunia	OFFSIDES
norfloxacin	stevens-johnson syndrome	SIDER
norfloxacin	international normalised ratio increased	OFFSIDES
norfloxacin	flatulence	SIDER
norfloxacin	diplopia	SIDER
norfloxacin	hepatocellular injury	OFFSIDES
norfloxacin	urticaria	SIDER
norfloxacin	cardiac failure	OFFSIDES
norfloxacin	erythema multiforme	OFFSIDES
norfloxacin	odynophagia	OFFSIDES
norfloxacin	pseudomembranous colitis	SIDER
norfloxacin	psychotic disorder	SIDER
norfloxacin	acidosis	OFFSIDES
norfloxacin	pancreatitis	SIDER
norfloxacin	status epilepticus	OFFSIDES
norfloxacin	dyspnoea	SIDER
norfloxacin	nystagmus	SIDER
norfloxacin	hypersensitivity	SIDER
norfloxacin	confusional state	SIDER
norfloxacin	drug eruption	SIDER
norfloxacin	haematocrit decreased	SIDER
norfloxacin	anaphylactoid reaction	SIDER
norfloxacin	skin discolouration	OFFSIDES
norfloxacin	myalgia	SIDER
norfloxacin	neutropenia	SIDER
norfloxacin	alanine aminotransferase increased	OFFSIDES
norfloxacin	haemolytic anaemia	SIDER
norfloxacin	tinnitus	SIDER
norfloxacin	lacrimation increased	OFFSIDES
norfloxacin	agranulocytosis	SIDER
norfloxacin	dermatitis bullous	OFFSIDES
norfloxacin	haematuria	SIDER
norfloxacin	albuminuria	SIDER
norfloxacin	hepatitis	SIDER
norfloxacin	priapism	OFFSIDES
norfloxacin	dysgeusia	SIDER
norfloxacin	urinary tract disorder	OFFSIDES
norfloxacin	embolism	OFFSIDES
norfloxacin	conjunctivitis	SIDER
norfloxacin	vomiting	SIDER
norfloxacin	blood triglycerides increased	OFFSIDES
norfloxacin	atelectasis	OFFSIDES
norfloxacin	aphasia	SIDER
norfloxacin	pyelonephritis	OFFSIDES
norfloxacin	febrile neutropenia	OFFSIDES
norfloxacin	neuropathy peripheral	SIDER
norfloxacin	body temperature increased	SIDER
norfloxacin	thrombocytopenia	SIDER
norfloxacin	hypoaesthesia	SIDER
norfloxacin	dysarthria	SIDER
norfloxacin	dysphagia	SIDER
norfloxacin	hepatic failure	SIDER
norfloxacin	tubulointerstitial nephritis	SIDER
norfloxacin	hepatic necrosis	SIDER
norfloxacin	jaundice cholestatic	SIDER
norfloxacin	deafness	SIDER
norfloxacin	dry mouth	SIDER
norfloxacin	myoclonus	SIDER
norfloxacin	toxic epidermal necrolysis	SIDER
norfloxacin	orthostatic hypotension	SIDER
norfloxacin	mucous membrane disorder	OFFSIDES
norfloxacin	vulvovaginal dryness	OFFSIDES
norfloxacin	muscle spasms	SIDER
norfloxacin	dermatitis exfoliative	SIDER
norfloxacin	bleeding time prolonged	OFFSIDES
norfloxacin	tremor	SIDER
norfloxacin	tendon disorder	OFFSIDES
norfloxacin	polyneuropathy	SIDER
norfloxacin	cystitis noninfective	OFFSIDES
norfloxacin	hypertonia	SIDER
norfloxacin	neuroleptic malignant syndrome	OFFSIDES
norfloxacin	serum sickness	OFFSIDES
norfloxacin	azotaemia	OFFSIDES
norfloxacin	fatigue	SIDER
norfloxacin	arthralgia	SIDER
norfloxacin	haematoma	OFFSIDES
norfloxacin	abnormal behaviour	OFFSIDES
norfloxacin	urine abnormality	OFFSIDES
norfloxacin	hemiplegia	OFFSIDES
norfloxacin	staphylococcal infection	OFFSIDES
norfloxacin	stomatitis	SIDER
norfloxacin	pallor	OFFSIDES
norfloxacin	rash	SIDER
norfloxacin	angioedema	SIDER
norfloxacin	eye pain	SIDER
norfloxacin	blepharitis	OFFSIDES
norfloxacin	erythema nodosum	OFFSIDES
norfloxacin	delusion	OFFSIDES
norfloxacin	liver function test abnormal	SIDER
norfloxacin	ataxia	SIDER
norfloxacin	blood urea increased	SIDER
norfloxacin	conjunctival hyperaemia	OFFSIDES
norfloxacin	tendonitis	SIDER
norfloxacin	proteinuria	SIDER
norfloxacin	pruritus	SIDER
norfloxacin	vasculitis	SIDER
norfloxacin	vulvovaginal candidiasis	SIDER
norfloxacin	visual impairment	SIDER
dexmedetomidine	protein total decreased	OFFSIDES
dexmedetomidine	ventricular fibrillation	OFFSIDES
dexmedetomidine	ascites	OFFSIDES
dexmedetomidine	torsade de pointes	OFFSIDES
dexmedetomidine	feeling abnormal	SIDER
dexmedetomidine	ventricular arrhythmia	SIDER
dexmedetomidine	cardiovascular disorder	SIDER
dexmedetomidine	cardiac arrest	SIDER
dexmedetomidine	hallucination	SIDER
dexmedetomidine	erythema	OFFSIDES
dexmedetomidine	bronchospasm	SIDER
dexmedetomidine	malnutrition	SIDER
dexmedetomidine	blood potassium increased	OFFSIDES
dexmedetomidine	cardiac failure	OFFSIDES
dexmedetomidine	neuritis	SIDER
dexmedetomidine	nephropathy	SIDER
dexmedetomidine	myocardial infarction	SIDER
dexmedetomidine	diarrhoea	SIDER
dexmedetomidine	dyspnoea	SIDER
dexmedetomidine	nystagmus	OFFSIDES
dexmedetomidine	confusional state	SIDER
dexmedetomidine	pulmonary congestion	SIDER
